#Data Set Export - Discharge.Recorder@008471,,,,,
Timestamp (UTC),Value (Cubic Feet Per Second),Grade Code,Approval Level,Interpolation Type,Event Timestamp
2014-12-05 06:42:00,1.9099999666214,1,650,1,
2014-12-05 06:57:00,4.46000003814697,1,650,1,
2014-12-05 07:12:00,-1.5900000333786,1,650,1,
2014-12-05 07:27:00,5.42000007629395,1,650,1,
2014-12-05 07:42:00,3.50999999046326,1,650,1,
2014-12-05 07:57:00,2.54999995231628,1,650,1,
2014-12-05 08:12:00,2.54999995231628,1,650,1,
2014-12-05 08:27:00,-6.07000017166138,1,650,1,
2014-12-05 08:42:00,14.3699998855591,1,650,1,
2014-12-05 08:57:00,-5.42999982833862,1,650,1,
2014-12-05 09:12:00,-2.86999988555908,1,650,1,
2014-12-05 09:27:00,2.86999988555908,1,650,1,
2014-12-05 09:42:00,1.26999998092651,1,650,1,
2014-12-05 09:57:00,-3.20000004768372,1,650,1,
2014-12-05 10:12:00,-1.60000002384186,1,650,1,
2014-12-05 10:27:00,2.86999988555908,1,650,1,
2014-12-05 10:42:00,-2.23000001907349,1,650,1,
2014-12-05 10:57:00,3.82999992370605,1,650,1,
2014-12-05 11:12:00,4.46999979019165,1,650,1,
2014-12-05 11:27:00,0,1,650,1,
2014-12-05 11:42:00,5.76000022888184,1,650,1,
2014-12-05 11:57:00,5.44000005722046,1,650,1,
2014-12-05 12:12:00,7.67000007629395,1,650,1,
2014-12-05 12:27:00,1.27999997138977,1,650,1,
2014-12-05 12:42:00,-3.20000004768372,1,650,1,
2014-12-05 12:57:00,0,1,650,1,
2014-12-05 13:12:00,-9.60000038146973,1,650,1,
2014-12-05 13:27:00,-2.55999994277954,1,650,1,
2014-12-05 13:42:00,1.91999995708466,1,650,1,
2014-12-05 13:57:00,6.07000017166138,1,650,1,
2014-12-05 14:12:00,0,1,650,1,
2014-12-05 14:27:00,-0.639999985694885,1,650,1,
2014-12-05 14:42:00,1.91999995708466,1,650,1,
2014-12-05 14:57:00,-4.80000019073486,1,650,1,
2014-12-05 15:12:00,5.11999988555908,1,650,1,
2014-12-05 15:27:00,0,1,650,1,
2014-12-05 15:42:00,2.55999994277954,1,650,1,
2014-12-05 15:57:00,-1.60000002384186,1,650,1,
2014-12-05 16:12:00,-6.73000001907349,1,650,1,
2014-12-05 16:27:00,0,1,650,1,
2014-12-05 16:42:00,4.17000007629395,1,650,1,
2014-12-05 16:57:00,3.21000003814697,1,650,1,
2014-12-05 17:12:00,6.09000015258789,1,650,1,
2014-12-05 17:27:00,1.27999997138977,1,650,1,
2014-12-05 17:42:00,5.13000011444092,1,650,1,
2014-12-05 17:57:00,2.89000010490417,1,650,1,
2014-12-05 18:12:00,0,1,650,1,
2014-12-05 18:27:00,1.27999997138977,1,650,1,
2014-12-05 18:42:00,4.5,1,650,1,
2014-12-05 18:57:00,8.35000038146973,1,650,1,
2014-12-05 19:12:00,2.25,1,650,1,
2014-12-05 19:27:00,3.85999989509583,1,650,1,
2014-12-05 19:42:00,6.09000015258789,1,650,1,
2014-12-05 19:57:00,16.0499992370605,1,650,1,
2014-12-05 20:12:00,3.52999997138977,1,650,1,
2014-12-05 20:27:00,3.21000003814697,1,650,1,
2014-12-05 20:42:00,5.46000003814697,1,650,1,
2014-12-05 20:57:00,7.05999994277954,1,650,1,
2014-12-05 21:12:00,2.55999994277954,1,650,1,
2014-12-05 21:27:00,0.639999985694885,1,650,1,
2014-12-05 21:42:00,7.38000011444092,1,650,1,
2014-12-05 21:57:00,0,1,650,1,
2014-12-05 22:12:00,-5.46000003814697,1,650,1,
2014-12-05 22:27:00,4.48999977111816,1,650,1,
2014-12-05 22:42:00,4.82000017166138,1,650,1,
2014-12-05 22:57:00,3.85999989509583,1,650,1,
2014-12-05 23:12:00,13.5200004577637,1,650,1,
2014-12-05 23:27:00,3.85999989509583,1,650,1,
2014-12-05 23:42:00,0.959999978542328,1,650,1,
2014-12-05 23:57:00,3.53999996185303,1,650,1,
2014-12-06 00:12:00,0,1,650,1,
2014-12-06 00:27:00,2.5699999332428,1,650,1,
2014-12-06 00:42:00,4.17999982833862,1,650,1,
2014-12-06 00:57:00,4.17999982833862,1,650,1,
2014-12-06 01:12:00,2.25,1,650,1,
2014-12-06 01:27:00,-0.319999992847443,1,650,1,
2014-12-06 01:42:00,-0.319999992847443,1,650,1,
2014-12-06 01:57:00,1.92999994754791,1,650,1,
2014-12-06 02:12:00,10.9399995803833,1,650,1,
2014-12-06 02:27:00,7.71999979019165,1,650,1,
2014-12-06 02:42:00,1.61000001430511,1,650,1,
2014-12-06 02:57:00,5.78999996185303,1,650,1,
2014-12-06 03:12:00,-1.61000001430511,1,650,1,
2014-12-06 03:27:00,-1.92999994754791,1,650,1,
2014-12-06 03:42:00,5.46999979019165,1,650,1,
2014-12-06 03:57:00,0,1,650,1,
2014-12-06 04:12:00,0,1,650,1,
2014-12-06 04:27:00,7.71999979019165,1,650,1,
2014-12-06 04:42:00,6.1100001335144,1,650,1,
2014-12-06 04:57:00,-1.27999997138977,1,650,1,
2014-12-06 05:12:00,0,1,650,1,
2014-12-06 05:27:00,-2.90000009536743,1,650,1,
2014-12-06 05:42:00,7.71999979019165,1,650,1,
2014-12-06 05:57:00,2.90000009536743,1,650,1,
2014-12-06 06:12:00,-8.03999996185303,1,650,1,
2014-12-06 06:27:00,-3.53999996185303,1,650,1,
2014-12-06 06:42:00,5.46999979019165,1,650,1,
2014-12-06 06:57:00,-1.61000001430511,1,650,1,
2014-12-06 07:12:00,1.92999994754791,1,650,1,
2014-12-06 07:27:00,-7.40999984741211,1,650,1,
2014-12-06 07:42:00,4.51000022888184,1,650,1,
2014-12-06 07:57:00,-1.92999994754791,1,650,1,
2014-12-06 08:12:00,-2.57999992370605,1,650,1,
2014-12-06 08:27:00,0,1,650,1,
2014-12-06 08:42:00,-0.639999985694885,1,650,1,
2014-12-06 08:57:00,0,1,650,1,
2014-12-06 09:12:00,-8.6899995803833,1,650,1,
2014-12-06 09:27:00,0.639999985694885,1,650,1,
2014-12-06 09:42:00,-2.5699999332428,1,650,1,
2014-12-06 09:57:00,3.53999996185303,1,650,1,
2014-12-06 10:12:00,-4.51000022888184,1,650,1,
2014-12-06 10:27:00,4.51000022888184,1,650,1,
2014-12-06 10:42:00,9.98999977111816,1,650,1,
2014-12-06 10:57:00,6.44000005722046,1,650,1,
2014-12-06 11:12:00,-1.92999994754791,1,650,1,
2014-12-06 11:27:00,1.28999996185303,1,650,1,
2014-12-06 11:42:00,-0.959999978542328,1,650,1,
2014-12-06 11:57:00,3.22000002861023,1,650,1,
2014-12-06 12:12:00,0,1,650,1,
2014-12-06 12:27:00,8.69999980926514,1,650,1,
2014-12-06 12:42:00,-5.15999984741211,1,650,1,
2014-12-06 12:57:00,-2.90000009536743,1,650,1,
2014-12-06 13:12:00,4.51000022888184,1,650,1,
2014-12-06 13:27:00,-1.61000001430511,1,650,1,
2014-12-06 13:42:00,-3.22000002861023,1,650,1,
2014-12-06 13:57:00,1.61000001430511,1,650,1,
2014-12-06 14:12:00,5.80000019073486,1,650,1,
2014-12-06 14:27:00,9.02000045776367,1,650,1,
2014-12-06 14:42:00,6.44999980926514,1,650,1,
2014-12-06 14:57:00,4.82999992370605,1,650,1,
2014-12-06 15:12:00,8.0600004196167,1,650,1,
2014-12-06 15:27:00,6.44999980926514,1,650,1,
2014-12-06 15:42:00,3.22000002861023,1,650,1,
2014-12-06 15:57:00,-6.11999988555908,1,650,1,
2014-12-06 16:12:00,8.0600004196167,1,650,1,
2014-12-06 16:27:00,2.5699999332428,1,650,1,
2014-12-06 16:42:00,6.44000005722046,1,650,1,
2014-12-06 16:57:00,12.25,1,650,1,
2014-12-06 17:12:00,7.07000017166138,1,650,1,
2014-12-06 17:27:00,11.25,1,650,1,
2014-12-06 17:42:00,6.1100001335144,1,650,1,
2014-12-06 17:57:00,2.25,1,650,1,
2014-12-06 18:12:00,7.07999992370605,1,650,1,
2014-12-06 18:27:00,2.25,1,650,1,
